Index	UID	Province/State	County	Combined_Key
2309	84042121	Pennsylvania	Venango	Venango, Pennsylvania, US
2310	84042123	Pennsylvania	Warren	Warren, Pennsylvania, US
2311	84042125	Pennsylvania	Washington	Washington, Pennsylvania, US
2312	84042127	Pennsylvania	Wayne	Wayne, Pennsylvania, US
2313	84042129	Pennsylvania	Westmoreland	Westmoreland, Pennsylvania, US
2314	84042131	Pennsylvania	Wyoming	Wyoming, Pennsylvania, US
2315	84042133	Pennsylvania	York	York, Pennsylvania, US
2316	84044001	Rhode Island	Bristol	Bristol, Rhode Island, US
2317	84044003	Rhode Island	Kent	Kent, Rhode Island, US
2318	84044005	Rhode Island	Newport	Newport, Rhode Island, US
2319	84044007	Rhode Island	Providence	Providence, Rhode Island, US
2320	84044009	Rhode Island	Washington	Washington, Rhode Island, US
2321	84045001	South Carolina	Abbeville	Abbeville, South Carolina, US
2322	84045003	South Carolina	Aiken	Aiken, South Carolina, US
2323	84045005	South Carolina	Allendale	Allendale, South Carolina, US
2324	84045007	South Carolina	Anderson	Anderson, South Carolina, US
2325	84045009	South Carolina	Bamberg	Bamberg, South Carolina, US
2326	84045011	South Carolina	Barnwell	Barnwell, South Carolina, US
2327	84045013	South Carolina	Beaufort	Beaufort, South Carolina, US
2328	84045015	South Carolina	Berkeley	Berkeley, South Carolina, US
2329	84045017	South Carolina	Calhoun	Calhoun, South Carolina, US
2330	84045019	South Carolina	Charleston	Charleston, South Carolina, US
2331	84045021	South Carolina	Cherokee	Cherokee, South Carolina, US
2332	84045023	South Carolina	Chester	Chester, South Carolina, US
2333	84045025	South Carolina	Chesterfield	Chesterfield, South Carolina, US
2334	84045027	South Carolina	Clarendon	Clarendon, South Carolina, US
2335	84045029	South Carolina	Colleton	Colleton, South Carolina, US
2336	84045031	South Carolina	Darlington	Darlington, South Carolina, US
2337	84045033	South Carolina	Dillon	Dillon, South Carolina, US
2338	84045035	South Carolina	Dorchester	Dorchester, South Carolina, US
2339	84045037	South Carolina	Edgefield	Edgefield, South Carolina, US
2340	84045039	South Carolina	Fairfield	Fairfield, South Carolina, US
2341	84045041	South Carolina	Florence	Florence, South Carolina, US
2342	84045043	South Carolina	Georgetown	Georgetown, South Carolina, US
2343	84045045	South Carolina	Greenville	Greenville, South Carolina, US
2344	84045047	South Carolina	Greenwood	Greenwood, South Carolina, US
2345	84045049	South Carolina	Hampton	Hampton, South Carolina, US
2346	84045051	South Carolina	Horry	Horry, South Carolina, US
2347	84045053	South Carolina	Jasper	Jasper, South Carolina, US
2348	84045055	South Carolina	Kershaw	Kershaw, South Carolina, US
2349	84045057	South Carolina	Lancaster	Lancaster, South Carolina, US
2350	84045059	South Carolina	Laurens	Laurens, South Carolina, US
2351	84045061	South Carolina	Lee	Lee, South Carolina, US
2352	84045063	South Carolina	Lexington	Lexington, South Carolina, US
2353	84045065	South Carolina	McCormick	McCormick, South Carolina, US
2354	84045067	South Carolina	Marion	Marion, South Carolina, US
2355	84045069	South Carolina	Marlboro	Marlboro, South Carolina, US
2356	84045071	South Carolina	Newberry	Newberry, South Carolina, US
2357	84045073	South Carolina	Oconee	Oconee, South Carolina, US
2358	84045075	South Carolina	Orangeburg	Orangeburg, South Carolina, US
2359	84045077	South Carolina	Pickens	Pickens, South Carolina, US
2360	84045079	South Carolina	Richland	Richland, South Carolina, US
2361	84045081	South Carolina	Saluda	Saluda, South Carolina, US
2362	84045083	South Carolina	Spartanburg	Spartanburg, South Carolina, US
2363	84045085	South Carolina	Sumter	Sumter, South Carolina, US
2364	84045087	South Carolina	Union	Union, South Carolina, US
2365	84045089	South Carolina	Williamsburg	Williamsburg, South Carolina, US
2366	84045091	South Carolina	York	York, South Carolina, US
2367	84046003	South Dakota	Aurora	Aurora, South Dakota, US
2368	84046005	South Dakota	Beadle	Beadle, South Dakota, US
2369	84046007	South Dakota	Bennett	Bennett, South Dakota, US
2370	84046009	South Dakota	Bon Homme	Bon Homme, South Dakota, US
2371	84046011	South Dakota	Brookings	Brookings, South Dakota, US
2372	84046013	South Dakota	Brown	Brown, South Dakota, US
2373	84046015	South Dakota	Brule	Brule, South Dakota, US
2374	84046017	South Dakota	Buffalo	Buffalo, South Dakota, US
2375	84046019	South Dakota	Butte	Butte, South Dakota, US
2376	84046021	South Dakota	Campbell	Campbell, South Dakota, US
2377	84046023	South Dakota	Charles Mix	Charles Mix, South Dakota, US
2378	84046025	South Dakota	Clark	Clark, South Dakota, US
2379	84046027	South Dakota	Clay	Clay, South Dakota, US
2380	84046029	South Dakota	Codington	Codington, South Dakota, US
2381	84046031	South Dakota	Corson	Corson, South Dakota, US
2382	84046033	South Dakota	Custer	Custer, South Dakota, US
2383	84046035	South Dakota	Davison	Davison, South Dakota, US
2384	84046037	South Dakota	Day	Day, South Dakota, US
2385	84046039	South Dakota	Deuel	Deuel, South Dakota, US
2386	84046041	South Dakota	Dewey	Dewey, South Dakota, US
2387	84046043	South Dakota	Douglas	Douglas, South Dakota, US
2388	84046045	South Dakota	Edmunds	Edmunds, South Dakota, US
2389	84046047	South Dakota	Fall River	Fall River, South Dakota, US
2390	84046049	South Dakota	Faulk	Faulk, South Dakota, US
2391	84046051	South Dakota	Grant	Grant, South Dakota, US
2392	84046053	South Dakota	Gregory	Gregory, South Dakota, US
2393	84046055	South Dakota	Haakon	Haakon, South Dakota, US
2394	84046057	South Dakota	Hamlin	Hamlin, South Dakota, US
2395	84046059	South Dakota	Hand	Hand, South Dakota, US
2396	84046061	South Dakota	Hanson	Hanson, South Dakota, US
2397	84046063	South Dakota	Harding	Harding, South Dakota, US
2398	84046065	South Dakota	Hughes	Hughes, South Dakota, US
2399	84046067	South Dakota	Hutchinson	Hutchinson, South Dakota, US
2400	84046069	South Dakota	Hyde	Hyde, South Dakota, US
2401	84046071	South Dakota	Jackson	Jackson, South Dakota, US
2402	84046073	South Dakota	Jerauld	Jerauld, South Dakota, US
2403	84046075	South Dakota	Jones	Jones, South Dakota, US
2404	84046077	South Dakota	Kingsbury	Kingsbury, South Dakota, US
2405	84046079	South Dakota	Lake	Lake, South Dakota, US
2406	84046081	South Dakota	Lawrence	Lawrence, South Dakota, US
2407	84046083	South Dakota	Lincoln	Lincoln, South Dakota, US
2408	84046085	South Dakota	Lyman	Lyman, South Dakota, US
2409	84046087	South Dakota	McCook	McCook, South Dakota, US
2410	84046089	South Dakota	McPherson	McPherson, South Dakota, US
2411	84046091	South Dakota	Marshall	Marshall, South Dakota, US
2412	84046093	South Dakota	Meade	Meade, South Dakota, US
2413	84046095	South Dakota	Mellette	Mellette, South Dakota, US
2414	84046097	South Dakota	Miner	Miner, South Dakota, US
2415	84046099	South Dakota	Minnehaha	Minnehaha, South Dakota, US
2416	84046101	South Dakota	Moody	Moody, South Dakota, US
2417	84046102	South Dakota	Oglala Lakota	Oglala Lakota, South Dakota, US
2418	84046103	South Dakota	Pennington	Pennington, South Dakota, US
2419	84046105	South Dakota	Perkins	Perkins, South Dakota, US
2420	84046107	South Dakota	Potter	Potter, South Dakota, US
2421	84046109	South Dakota	Roberts	Roberts, South Dakota, US
2422	84046111	South Dakota	Sanborn	Sanborn, South Dakota, US
2423	84046115	South Dakota	Spink	Spink, South Dakota, US
2424	84046117	South Dakota	Stanley	Stanley, South Dakota, US
2425	84046119	South Dakota	Sully	Sully, South Dakota, US
2426	84046121	South Dakota	Todd	Todd, South Dakota, US
2427	84046123	South Dakota	Tripp	Tripp, South Dakota, US
2428	84046125	South Dakota	Turner	Turner, South Dakota, US
2429	84046127	South Dakota	Union	Union, South Dakota, US
2430	84046129	South Dakota	Walworth	Walworth, South Dakota, US
2431	84046135	South Dakota	Yankton	Yankton, South Dakota, US
2432	84046137	South Dakota	Ziebach	Ziebach, South Dakota, US
2433	84047001	Tennessee	Anderson	Anderson, Tennessee, US
2434	84047003	Tennessee	Bedford	Bedford, Tennessee, US
2435	84047005	Tennessee	Benton	Benton, Tennessee, US
2436	84047007	Tennessee	Bledsoe	Bledsoe, Tennessee, US
2437	84047009	Tennessee	Blount	Blount, Tennessee, US
2438	84047011	Tennessee	Bradley	Bradley, Tennessee, US
2439	84047013	Tennessee	Campbell	Campbell, Tennessee, US
2440	84047015	Tennessee	Cannon	Cannon, Tennessee, US
2441	84047017	Tennessee	Carroll	Carroll, Tennessee, US
2442	84047019	Tennessee	Carter	Carter, Tennessee, US
2443	84047021	Tennessee	Cheatham	Cheatham, Tennessee, US
2444	84047023	Tennessee	Chester	Chester, Tennessee, US
2445	84047025	Tennessee	Claiborne	Claiborne, Tennessee, US
2446	84047027	Tennessee	Clay	Clay, Tennessee, US
2447	84047029	Tennessee	Cocke	Cocke, Tennessee, US
2448	84047031	Tennessee	Coffee	Coffee, Tennessee, US
2449	84047033	Tennessee	Crockett	Crockett, Tennessee, US
2450	84047035	Tennessee	Cumberland	Cumberland, Tennessee, US
2451	84047037	Tennessee	Davidson	Davidson, Tennessee, US
2452	84047039	Tennessee	Decatur	Decatur, Tennessee, US
2453	84047041	Tennessee	DeKalb	DeKalb,Tennessee,US
2454	84047043	Tennessee	Dickson	Dickson, Tennessee, US
2455	84047045	Tennessee	Dyer	Dyer, Tennessee, US
2456	84047047	Tennessee	Fayette	Fayette, Tennessee, US
2457	84047049	Tennessee	Fentress	Fentress, Tennessee, US
2458	84047051	Tennessee	Franklin	Franklin, Tennessee, US
2459	84047053	Tennessee	Gibson	Gibson, Tennessee, US
2460	84047055	Tennessee	Giles	Giles, Tennessee, US
2461	84047057	Tennessee	Grainger	Grainger, Tennessee, US
2462	84047059	Tennessee	Greene	Greene, Tennessee, US
2463	84047061	Tennessee	Grundy	Grundy, Tennessee, US
2464	84047063	Tennessee	Hamblen	Hamblen, Tennessee, US
2465	84047065	Tennessee	Hamilton	Hamilton, Tennessee, US
2466	84047067	Tennessee	Hancock	Hancock, Tennessee, US
2467	84047069	Tennessee	Hardeman	Hardeman, Tennessee, US
2468	84047071	Tennessee	Hardin	Hardin, Tennessee, US
2469	84047073	Tennessee	Hawkins	Hawkins, Tennessee, US
2470	84047075	Tennessee	Haywood	Haywood, Tennessee, US
2471	84047077	Tennessee	Henderson	Henderson, Tennessee, US
2472	84047079	Tennessee	Henry	Henry, Tennessee, US
2473	84047081	Tennessee	Hickman	Hickman, Tennessee, US
2474	84047083	Tennessee	Houston	Houston, Tennessee, US
2475	84047085	Tennessee	Humphreys	Humphreys, Tennessee, US
2476	84047087	Tennessee	Jackson	Jackson, Tennessee, US
2477	84047089	Tennessee	Jefferson	Jefferson, Tennessee, US
2478	84047091	Tennessee	Johnson	Johnson, Tennessee, US
2479	84047093	Tennessee	Knox	Knox, Tennessee, US
2480	84047095	Tennessee	Lake	Lake, Tennessee, US
2481	84047097	Tennessee	Lauderdale	Lauderdale, Tennessee, US
2482	84047099	Tennessee	Lawrence	Lawrence, Tennessee, US
2483	84047101	Tennessee	Lewis	Lewis, Tennessee, US
2484	84047103	Tennessee	Lincoln	Lincoln, Tennessee, US
2485	84047105	Tennessee	Loudon	Loudon, Tennessee, US
2486	84047107	Tennessee	McMinn	McMinn, Tennessee, US
2487	84047109	Tennessee	McNairy	McNairy, Tennessee, US
2488	84047111	Tennessee	Macon	Macon, Tennessee, US
2489	84047113	Tennessee	Madison	Madison, Tennessee, US
2490	84047115	Tennessee	Marion	Marion, Tennessee, US
2491	84047117	Tennessee	Marshall	Marshall, Tennessee, US
2492	84047119	Tennessee	Maury	Maury, Tennessee, US
2493	84047121	Tennessee	Meigs	Meigs, Tennessee, US
2494	84047123	Tennessee	Monroe	Monroe, Tennessee, US
2495	84047125	Tennessee	Montgomery	Montgomery, Tennessee, US
2496	84047127	Tennessee	Moore	Moore, Tennessee, US
2497	84047129	Tennessee	Morgan	Morgan, Tennessee, US
2498	84047131	Tennessee	Obion	Obion, Tennessee, US
2499	84047133	Tennessee	Overton	Overton, Tennessee, US
2500	84047135	Tennessee	Perry	Perry, Tennessee, US
2501	84047137	Tennessee	Pickett	Pickett, Tennessee, US
2502	84047139	Tennessee	Polk	Polk, Tennessee, US
2503	84047141	Tennessee	Putnam	Putnam, Tennessee, US
2504	84047143	Tennessee	Rhea	Rhea, Tennessee, US
2505	84047145	Tennessee	Roane	Roane, Tennessee, US
2506	84047147	Tennessee	Robertson	Robertson, Tennessee, US
2507	84047149	Tennessee	Rutherford	Rutherford, Tennessee, US
2508	84047151	Tennessee	Scott	Scott, Tennessee, US
2509	84047153	Tennessee	Sequatchie	Sequatchie, Tennessee, US
2510	84047155	Tennessee	Sevier	Sevier, Tennessee, US
2511	84047157	Tennessee	Shelby	Shelby, Tennessee, US
2512	84047159	Tennessee	Smith	Smith, Tennessee, US
2513	84047161	Tennessee	Stewart	Stewart, Tennessee, US
2514	84047163	Tennessee	Sullivan	Sullivan, Tennessee, US
2515	84047165	Tennessee	Sumner	Sumner, Tennessee, US
2516	84047167	Tennessee	Tipton	Tipton, Tennessee, US
2517	84047169	Tennessee	Trousdale	Trousdale, Tennessee, US
2518	84047171	Tennessee	Unicoi	Unicoi, Tennessee, US
2519	84047173	Tennessee	Union	Union, Tennessee, US
2520	84047175	Tennessee	Van Buren	Van Buren, Tennessee, US
2521	84047177	Tennessee	Warren	Warren, Tennessee, US
2522	84047179	Tennessee	Washington	Washington, Tennessee, US
2523	84047181	Tennessee	Wayne	Wayne, Tennessee, US
2524	84047183	Tennessee	Weakley	Weakley, Tennessee, US
2525	84047185	Tennessee	White	White, Tennessee, US
2526	84047187	Tennessee	Williamson	Williamson, Tennessee, US
2527	84047189	Tennessee	Wilson	Wilson, Tennessee, US
2528	84048001	Texas	Anderson	Anderson, Texas, US
2529	84048003	Texas	Andrews	Andrews, Texas, US
2530	84048005	Texas	Angelina	Angelina, Texas, US
2531	84048007	Texas	Aransas	Aransas, Texas, US
2532	84048009	Texas	Archer	Archer, Texas, US
2533	84048011	Texas	Armstrong	Armstrong, Texas, US
2534	84048013	Texas	Atascosa	Atascosa, Texas, US
2535	84048015	Texas	Austin	Austin, Texas, US
2536	84048017	Texas	Bailey	Bailey, Texas, US
2537	84048019	Texas	Bandera	Bandera, Texas, US
2538	84048021	Texas	Bastrop	Bastrop, Texas, US
2539	84048023	Texas	Baylor	Baylor, Texas, US
2540	84048025	Texas	Bee	Bee, Texas, US
2541	84048027	Texas	Bell	Bell, Texas, US
2542	84048029	Texas	Bexar	Bexar, Texas, US
2543	84048031	Texas	Blanco	Blanco, Texas, US
2544	84048033	Texas	Borden	Borden, Texas, US
2545	84048035	Texas	Bosque	Bosque, Texas, US
2546	84048037	Texas	Bowie	Bowie, Texas, US
2547	84048039	Texas	Brazoria	Brazoria, Texas, US
2548	84048041	Texas	Brazos	Brazos, Texas, US
2549	84048043	Texas	Brewster	Brewster, Texas, US
2550	84048045	Texas	Briscoe	Briscoe, Texas, US
2551	84048047	Texas	Brooks	Brooks, Texas, US
2552	84048049	Texas	Brown	Brown, Texas, US
2553	84048051	Texas	Burleson	Burleson, Texas, US
2554	84048053	Texas	Burnet	Burnet, Texas, US
2555	84048055	Texas	Caldwell	Caldwell, Texas, US
2556	84048057	Texas	Calhoun	Calhoun, Texas, US
2557	84048059	Texas	Callahan	Callahan, Texas, US
2558	84048061	Texas	Cameron	Cameron, Texas, US
2559	84048063	Texas	Camp	Camp, Texas, US
2560	84048065	Texas	Carson	Carson, Texas, US
2561	84048067	Texas	Cass	Cass, Texas, US
2562	84048069	Texas	Castro	Castro, Texas, US
2563	84048071	Texas	Chambers	Chambers, Texas, US
2564	84048073	Texas	Cherokee	Cherokee, Texas, US
2565	84048075	Texas	Childress	Childress, Texas, US
2566	84048077	Texas	Clay	Clay, Texas, US
2567	84048079	Texas	Cochran	Cochran, Texas, US
2568	84048081	Texas	Coke	Coke, Texas, US
2569	84048083	Texas	Coleman	Coleman, Texas, US
2570	84048085	Texas	Collin	Collin, Texas, US
2571	84048087	Texas	Collingsworth	Collingsworth, Texas, US
2572	84048089	Texas	Colorado	Colorado, Texas, US
2573	84048091	Texas	Comal	Comal, Texas, US
2574	84048093	Texas	Comanche	Comanche, Texas, US
2575	84048095	Texas	Concho	Concho, Texas, US
2576	84048097	Texas	Cooke	Cooke, Texas, US
2577	84048099	Texas	Coryell	Coryell, Texas, US
2578	84048101	Texas	Cottle	Cottle, Texas, US
2579	84048103	Texas	Crane	Crane, Texas, US
2580	84048105	Texas	Crockett	Crockett, Texas, US
2581	84048107	Texas	Crosby	Crosby, Texas, US
2582	84048109	Texas	Culberson	Culberson, Texas, US
2583	84048111	Texas	Dallam	Dallam, Texas, US
2584	84048113	Texas	Dallas	Dallas, Texas, US
2585	84048115	Texas	Dawson	Dawson, Texas, US
2586	84048117	Texas	Deaf Smith	Deaf Smith, Texas, US
2587	84048119	Texas	Delta	Delta, Texas, US
2588	84048121	Texas	Denton	Denton, Texas, US
2589	84048123	Texas	DeWitt	DeWitt, Texas, US
2590	84048125	Texas	Dickens	Dickens, Texas, US
2591	84048127	Texas	Dimmit	Dimmit, Texas, US
2592	84048129	Texas	Donley	Donley, Texas, US
2593	84048131	Texas	Duval	Duval, Texas, US
2594	84048133	Texas	Eastland	Eastland, Texas, US
2595	84048135	Texas	Ector	Ector, Texas, US
2596	84048137	Texas	Edwards	Edwards, Texas, US
2597	84048139	Texas	Ellis	Ellis, Texas, US
2598	84048141	Texas	El Paso	El Paso, Texas, US
2599	84048143	Texas	Erath	Erath, Texas, US
2600	84048145	Texas	Falls	Falls, Texas, US
2601	84048147	Texas	Fannin	Fannin, Texas, US
2602	84048149	Texas	Fayette	Fayette, Texas, US
2603	84048151	Texas	Fisher	Fisher, Texas, US
2604	84048153	Texas	Floyd	Floyd, Texas, US
2605	84048155	Texas	Foard	Foard, Texas, US
2606	84048157	Texas	Fort Bend	Fort Bend, Texas, US
2607	84048159	Texas	Franklin	Franklin, Texas, US
2608	84048161	Texas	Freestone	Freestone, Texas, US
2609	84048163	Texas	Frio	Frio, Texas, US
2610	84048165	Texas	Gaines	Gaines, Texas, US
2611	84048167	Texas	Galveston	Galveston, Texas, US
2612	84048169	Texas	Garza	Garza, Texas, US
2613	84048171	Texas	Gillespie	Gillespie, Texas, US
2614	84048173	Texas	Glasscock	Glasscock, Texas, US
2615	84048175	Texas	Goliad	Goliad, Texas, US
2616	84048177	Texas	Gonzales	Gonzales, Texas, US
2617	84048179	Texas	Gray	Gray, Texas, US
2618	84048181	Texas	Grayson	Grayson, Texas, US
2619	84048183	Texas	Gregg	Gregg, Texas, US
2620	84048185	Texas	Grimes	Grimes, Texas, US
2621	84048187	Texas	Guadalupe	Guadalupe, Texas, US
2622	84048189	Texas	Hale	Hale, Texas, US
2623	84048191	Texas	Hall	Hall, Texas, US
2624	84048193	Texas	Hamilton	Hamilton, Texas, US
2625	84048195	Texas	Hansford	Hansford, Texas, US
2626	84048197	Texas	Hardeman	Hardeman, Texas, US
2627	84048199	Texas	Hardin	Hardin, Texas, US
2628	84048201	Texas	Harris	Harris, Texas, US
2629	84048203	Texas	Harrison	Harrison, Texas, US
2630	84048205	Texas	Hartley	Hartley, Texas, US
2631	84048207	Texas	Haskell	Haskell, Texas, US
2632	84048209	Texas	Hays	Hays, Texas, US
2633	84048211	Texas	Hemphill	Hemphill, Texas, US
2634	84048213	Texas	Henderson	Henderson, Texas, US
2635	84048215	Texas	Hidalgo	Hidalgo, Texas, US
2636	84048217	Texas	Hill	Hill, Texas, US
2637	84048219	Texas	Hockley	Hockley, Texas, US
2638	84048221	Texas	Hood	Hood, Texas, US
2639	84048223	Texas	Hopkins	Hopkins, Texas, US
2640	84048225	Texas	Houston	Houston, Texas, US
2641	84048227	Texas	Howard	Howard, Texas, US
2642	84048229	Texas	Hudspeth	Hudspeth, Texas, US
2643	84048231	Texas	Hunt	Hunt, Texas, US
2644	84048233	Texas	Hutchinson	Hutchinson, Texas, US
2645	84048235	Texas	Irion	Irion, Texas, US
2646	84048237	Texas	Jack	Jack, Texas, US
2647	84048239	Texas	Jackson	Jackson, Texas, US
2648	84048241	Texas	Jasper	Jasper, Texas, US
2649	84048243	Texas	Jeff Davis	Jeff Davis, Texas, US
2650	84048245	Texas	Jefferson	Jefferson, Texas, US
2651	84048247	Texas	Jim Hogg	Jim Hogg, Texas, US
2652	84048249	Texas	Jim Wells	Jim Wells, Texas, US
2653	84048251	Texas	Johnson	Johnson, Texas, US
2654	84048253	Texas	Jones	Jones, Texas, US
2655	84048255	Texas	Karnes	Karnes, Texas, US
2656	84048257	Texas	Kaufman	Kaufman, Texas, US
2657	84048259	Texas	Kendall	Kendall, Texas, US
2658	84048261	Texas	Kenedy	Kenedy, Texas, US
2659	84048263	Texas	Kent	Kent, Texas, US
2660	84048265	Texas	Kerr	Kerr, Texas, US
2661	84048267	Texas	Kimble	Kimble, Texas, US
2662	84048269	Texas	King	King, Texas, US
2663	84048271	Texas	Kinney	Kinney, Texas, US
2664	84048273	Texas	Kleberg	Kleberg, Texas, US
2665	84048275	Texas	Knox	Knox, Texas, US
2666	84048277	Texas	Lamar	Lamar, Texas, US
2667	84048279	Texas	Lamb	Lamb, Texas, US
2668	84048281	Texas	Lampasas	Lampasas, Texas, US
2669	84048283	Texas	La Salle	La Salle, Texas, US
2670	84048285	Texas	Lavaca	Lavaca, Texas, US
2671	84048287	Texas	Lee	Lee, Texas, US
2672	84048289	Texas	Leon	Leon, Texas, US
2673	84048291	Texas	Liberty	Liberty, Texas, US
2674	84048293	Texas	Limestone	Limestone, Texas, US
2675	84048295	Texas	Lipscomb	Lipscomb, Texas, US
2676	84048297	Texas	Live Oak	Live Oak, Texas, US
2677	84048299	Texas	Llano	Llano, Texas, US
2678	84048301	Texas	Loving	Loving, Texas, US
2679	84048303	Texas	Lubbock	Lubbock, Texas, US
2680	84048305	Texas	Lynn	Lynn, Texas, US
2681	84048307	Texas	McCulloch	McCulloch, Texas, US
2682	84048309	Texas	McLennan	McLennan, Texas, US
2683	84048311	Texas	McMullen	McMullen, Texas, US
2684	84048313	Texas	Madison	Madison, Texas, US
2685	84048315	Texas	Marion	Marion, Texas, US
2686	84048317	Texas	Martin	Martin, Texas, US
2687	84048319	Texas	Mason	Mason, Texas, US
2688	84048321	Texas	Matagorda	Matagorda, Texas, US
2689	84048323	Texas	Maverick	Maverick, Texas, US
2690	84048325	Texas	Medina	Medina, Texas, US
2691	84048327	Texas	Menard	Menard, Texas, US
2692	84048329	Texas	Midland	Midland, Texas, US
2693	84048331	Texas	Milam	Milam, Texas, US
2694	84048333	Texas	Mills	Mills, Texas, US
2695	84048335	Texas	Mitchell	Mitchell, Texas, US
2696	84048337	Texas	Montague	Montague, Texas, US
2697	84048339	Texas	Montgomery	Montgomery, Texas, US
2698	84048341	Texas	Moore	Moore, Texas, US
2699	84048343	Texas	Morris	Morris, Texas, US
2700	84048345	Texas	Motley	Motley, Texas, US
2701	84048347	Texas	Nacogdoches	Nacogdoches, Texas, US
2702	84048349	Texas	Navarro	Navarro, Texas, US
2703	84048351	Texas	Newton	Newton, Texas, US
2704	84048353	Texas	Nolan	Nolan, Texas, US
2705	84048355	Texas	Nueces	Nueces, Texas, US
2706	84048357	Texas	Ochiltree	Ochiltree, Texas, US
2707	84048359	Texas	Oldham	Oldham, Texas, US
2708	84048361	Texas	Orange	Orange, Texas, US
2709	84048363	Texas	Palo Pinto	Palo Pinto, Texas, US
2710	84048365	Texas	Panola	Panola, Texas, US
2711	84048367	Texas	Parker	Parker, Texas, US
2712	84048369	Texas	Parmer	Parmer, Texas, US
2713	84048371	Texas	Pecos	Pecos, Texas, US
2714	84048373	Texas	Polk	Polk, Texas, US
2715	84048375	Texas	Potter	Potter, Texas, US
2716	84048377	Texas	Presidio	Presidio, Texas, US
2717	84048379	Texas	Rains	Rains, Texas, US
2718	84048381	Texas	Randall	Randall, Texas, US
2719	84048383	Texas	Reagan	Reagan, Texas, US
2720	84048385	Texas	Real	Real, Texas, US
2721	84048387	Texas	Red River	Red River, Texas, US
2722	84048389	Texas	Reeves	Reeves, Texas, US
2723	84048391	Texas	Refugio	Refugio, Texas, US
2724	84048393	Texas	Roberts	Roberts, Texas, US
2725	84048395	Texas	Robertson	Robertson, Texas, US
2726	84048397	Texas	Rockwall	Rockwall, Texas, US
2727	84048399	Texas	Runnels	Runnels, Texas, US
2728	84048401	Texas	Rusk	Rusk, Texas, US
2729	84048403	Texas	Sabine	Sabine, Texas, US
2730	84048405	Texas	San Augustine	San Augustine, Texas, US
2731	84048407	Texas	San Jacinto	San Jacinto, Texas, US
2732	84048409	Texas	San Patricio	San Patricio, Texas, US
2733	84048411	Texas	San Saba	San Saba, Texas, US
2734	84048413	Texas	Schleicher	Schleicher, Texas, US
2735	84048415	Texas	Scurry	Scurry, Texas, US
2736	84048417	Texas	Shackelford	Shackelford, Texas, US
2737	84048419	Texas	Shelby	Shelby, Texas, US
2738	84048421	Texas	Sherman	Sherman, Texas, US
2739	84048423	Texas	Smith	Smith, Texas, US
2740	84048425	Texas	Somervell	Somervell, Texas, US
2741	84048427	Texas	Starr	Starr, Texas, US
2742	84048429	Texas	Stephens	Stephens, Texas, US
2743	84048431	Texas	Sterling	Sterling, Texas, US
2744	84048433	Texas	Stonewall	Stonewall, Texas, US
2745	84048435	Texas	Sutton	Sutton, Texas, US
2746	84048437	Texas	Swisher	Swisher, Texas, US
2747	84048439	Texas	Tarrant	Tarrant, Texas, US
2748	84048441	Texas	Taylor	Taylor, Texas, US
2749	84048443	Texas	Terrell	Terrell, Texas, US
2750	84048445	Texas	Terry	Terry, Texas, US
2751	84048447	Texas	Throckmorton	Throckmorton, Texas, US
2752	84048449	Texas	Titus	Titus, Texas, US
2753	84048451	Texas	Tom Green	Tom Green, Texas, US
2754	84048453	Texas	Travis	Travis, Texas, US
2755	84048455	Texas	Trinity	Trinity, Texas, US
2756	84048457	Texas	Tyler	Tyler, Texas, US
2757	84048459	Texas	Upshur	Upshur, Texas, US
2758	84048461	Texas	Upton	Upton, Texas, US
2759	84048463	Texas	Uvalde	Uvalde, Texas, US
2760	84048465	Texas	Val Verde	Val Verde, Texas, US
2761	84048467	Texas	Van Zandt	Van Zandt, Texas, US
2762	84048469	Texas	Victoria	Victoria, Texas, US
2763	84048471	Texas	Walker	Walker, Texas, US
2764	84048473	Texas	Waller	Waller, Texas, US
2765	84048475	Texas	Ward	Ward, Texas, US
2766	84048477	Texas	Washington	Washington, Texas, US
2767	84048479	Texas	Webb	Webb, Texas, US
2768	84048481	Texas	Wharton	Wharton, Texas, US
2769	84048483	Texas	Wheeler	Wheeler, Texas, US
2770	84048485	Texas	Wichita	Wichita, Texas, US
2771	84048487	Texas	Wilbarger	Wilbarger, Texas, US
2772	84048489	Texas	Willacy	Willacy, Texas, US
2773	84048491	Texas	Williamson	Williamson, Texas, US
2774	84048493	Texas	Wilson	Wilson, Texas, US
2775	84048495	Texas	Winkler	Winkler, Texas, US
2776	84048497	Texas	Wise	Wise, Texas, US
2777	84048499	Texas	Wood	Wood, Texas, US
2778	84048501	Texas	Yoakum	Yoakum, Texas, US
2779	84048503	Texas	Young	Young, Texas, US
2780	84048505	Texas	Zapata	Zapata, Texas, US
2781	84048507	Texas	Zavala	Zavala, Texas, US
2782	84049001	Utah	Beaver	Beaver, Utah, US
2783	84049003	Utah	Box Elder	Box Elder, Utah, US
2784	84049005	Utah	Cache	Cache, Utah, US
2785	84049007	Utah	Carbon	Carbon, Utah, US
2786	84049009	Utah	Daggett	Daggett, Utah, US
2787	84049011	Utah	Davis	Davis, Utah, US
2788	84049013	Utah	Duchesne	Duchesne, Utah, US
2789	84049015	Utah	Emery	Emery, Utah, US
2790	84049017	Utah	Garfield	Garfield, Utah, US
2791	84049019	Utah	Grand	Grand, Utah, US
2792	84049021	Utah	Iron	Iron, Utah, US
